Date,Close
2019-12-31 14:30:00,212.61000061035156
2020-01-02 14:30:00,216.16000366210938
2020-01-03 14:30:00,214.17999267578125
2020-01-06 14:30:00,215.55999755859375
2020-01-07 14:30:00,215.52999877929688
2020-01-08 14:30:00,217.14999389648438
2020-01-09 14:30:00,218.99000549316406
2020-01-10 14:30:00,218.42999267578125
2020-01-13 14:30:00,220.9499969482422
2020-01-14 14:30:00,220.0800018310547
2020-01-15 14:30:00,220.1699981689453
2020-01-16 14:30:00,222.27999877929688
2020-01-17 14:30:00,223.3800048828125
2020-01-21 14:30:00,223.27999877929688
2020-01-22 14:30:00,223.8699951171875
2020-01-23 14:30:00,224.58999633789062
2020-01-24 14:30:00,222.6999969482422
2020-01-27 14:30:00,218.10000610351562
2020-01-28 14:30:00,221.4499969482422
2020-01-29 14:30:00,221.80999755859375
2020-01-30 14:30:00,222.60000610351562
2020-01-31 14:30:00,219.07000732421875
2020-02-03 14:30:00,222.3800048828125
2020-02-04 14:30:00,227.47000122070312
2020-02-05 14:30:00,228.22000122070312
2020-02-06 14:30:00,230.19000244140625
2020-02-07 14:30:00,229.1999969482422
2020-02-10 14:30:00,231.97000122070312
2020-02-11 14:30:00,232.00999450683594
2020-02-12 14:30:00,234.27000427246094
2020-02-13 14:30:00,233.97000122070312
2020-02-14 14:30:00,234.63999938964844
2020-02-18 14:30:00,234.72999572753906
2020-02-19 14:30:00,236.97999572753906
2020-02-20 14:30:00,234.77999877929688
2020-02-21 14:30:00,230.27000427246094
2020-02-24 14:30:00,221.38999938964844
2020-02-25 14:30:00,215.3699951171875
2020-02-26 14:30:00,216.47999572753906
2020-02-27 14:30:00,205.63999938964844
2020-02-28 14:30:00,205.8000030517578
2020-03-02 14:30:00,216.4199981689453
2020-03-03 14:30:00,209.47999572753906
2020-03-04 14:30:00,218.22000122070312
2020-03-05 14:30:00,211.58999633789062
2020-03-06 14:30:00,208.02000427246094
2020-03-09 13:30:00,193.57000732421875
2020-03-10 13:30:00,204.11000061035156
2020-03-11 13:30:00,195.22000122070312
2020-03-12 13:30:00,177.32000732421875
2020-03-13 13:30:00,192.33999633789062
2020-03-16 13:30:00,169.3000030517578
2020-03-17 13:30:00,182.13999938964844
2020-03-18 13:30:00,176.60000610351562
2020-03-19 13:30:00,177.66000366210938
2020-03-20 13:30:00,170.6999969482422
2020-03-23 13:30:00,170.4600067138672
2020-03-24 13:30:00,183.66000366210938
2020-03-25 13:30:00,182.3000030517578
2020-03-26 13:30:00,191.89999389648438
2020-03-27 13:30:00,185.3000030517578
2020-03-30 13:30:00,192.0399932861328
2020-03-31 13:30:00,190.39999389648438
2020-04-01 13:30:00,182.30999755859375
2020-04-02 13:30:00,186.00999450683594
2020-04-03 13:30:00,183.3699951171875
2020-04-06 13:30:00,196.47999572753906
2020-04-07 13:30:00,196.39999389648438
2020-04-08 13:30:00,200.57000732421875
2020-04-09 13:30:00,200.86000061035156
2020-04-13 13:30:00,203.02999877929688
2020-04-14 13:30:00,211.86000061035156
2020-04-15 13:30:00,209.42999267578125
2020-04-16 13:30:00,213.25
2020-04-17 13:30:00,215.2899932861328
2020-04-20 13:30:00,212.74000549316406
2020-04-21 13:30:00,204.88999938964844
2020-04-22 13:30:00,210.97000122070312
2020-04-23 13:30:00,210.52000427246094
2020-04-24 13:30:00,213.83999633789062
2020-04-27 13:30:00,215.55999755859375
2020-04-28 13:30:00,211.5
2020-04-29 13:30:00,219.0
2020-04-30 13:30:00,218.91000366210938
2020-05-01 13:30:00,212.74000549316406
2020-05-04 13:30:00,215.22000122070312
2020-05-05 13:30:00,217.66000366210938
2020-05-06 13:30:00,219.0
2020-05-07 13:30:00,221.82000732421875
2020-05-08 13:30:00,224.86000061035156
2020-05-11 13:30:00,226.8699951171875
2020-05-12 13:30:00,222.1199951171875
2020-05-13 13:30:00,219.33999633789062
2020-05-14 13:30:00,221.8300018310547
2020-05-15 13:30:00,223.27000427246094
2020-05-18 13:30:00,227.42999267578125
2020-05-19 13:30:00,226.86000061035156
2020-05-20 13:30:00,231.38999938964844
2020-05-21 13:30:00,228.8699951171875
2020-05-22 13:30:00,229.66000366210938
2020-05-26 13:30:00,229.0399932861328
2020-05-27 13:30:00,230.2899932861328
2020-05-28 13:30:00,229.99000549316406
2020-05-29 13:30:00,233.36000061035156
2020-06-01 13:30:00,234.05999755859375
2020-06-02 13:30:00,235.6300048828125
2020-06-03 13:30:00,236.69000244140625
2020-06-04 13:30:00,235.02999877929688
2020-06-05 13:30:00,239.69000244140625
2020-06-08 13:30:00,241.5500030517578
2020-06-09 13:30:00,243.3000030517578
2020-06-10 13:30:00,246.22000122070312
2020-06-11 13:30:00,234.02000427246094
2020-06-12 13:30:00,235.8800048828125
2020-06-15 13:30:00,238.75
2020-06-16 13:30:00,242.85000610351562
2020-06-17 13:30:00,243.6199951171875
2020-06-18 13:30:00,244.27999877929688
2020-06-19 13:30:00,244.24000549316406
2020-06-22 13:30:00,246.74000549316406
2020-06-23 13:30:00,248.83999633789062
2020-06-24 13:30:00,243.7100067138672
2020-06-25 13:30:00,246.02999877929688
2020-06-26 13:30:00,240.22000122070312
