Date,Open,High,Low,Close,Volume
2021-11-19 14:30:00,44.10749816894531,44.71749877929688,43.83000183105469,44.28499984741211,129214400
2021-11-22 14:30:00,44.8224983215332,45.84000015258789,42.71500015258789,42.75,179044800
2021-11-23 14:30:00,42.36249923706055,43.04249954223633,40.6974983215332,42.16749954223633,226025600
2021-11-24 14:30:00,41.32749938964844,42.63999938964844,40.58250045776367,42.557498931884766,198241600
2021-11-26 14:30:00,41.69499969482422,42.15999984741211,39.68000030517578,40.209999084472656,177682400
2021-11-29 14:30:00,41.54999923706055,43.040000915527344,41.33250045776367,42.70750045776367,158932000
2021-11-30 14:30:00,42.41999816894531,43.1974983215332,40.1775016784668,40.872501373291016,302586000
2021-12-01 14:30:00,42.21500015258789,42.90499877929688,38.61750030517578,38.775001525878906,302551200
2021-12-02 14:30:00,38.35499954223633,40.130001068115234,37.91249847412109,39.505001068115234,396432800
2021-12-03 14:30:00,40.0,40.31999969482422,36.23249816894531,37.52000045776367,480573600
2021-12-06 14:30:00,37.647499084472656,38.81999969482422,36.38249969482422,38.397499084472656,304828000
2021-12-07 14:30:00,40.442501068115234,42.06999969482422,40.435001373291016,41.86000061035156,270578400
2021-12-08 14:30:00,41.97249984741211,42.5,41.36750030517578,42.442501068115234,205243600
2021-12-09 14:30:00,42.03749847412109,42.62749862670898,40.5,40.61000061035156,212802000
2021-12-10 14:30:00,41.442501068115234,41.95750045776367,40.44499969482422,41.86750030517578,203075200
2021-12-13 14:30:00,41.86750030517578,41.97249984741211,39.94499969482422,40.067501068115234,179145200
2021-12-14 14:30:00,38.52999877929688,39.38999938964844,37.45750045776367,38.875,230933600
2021-12-15 14:30:00,38.7400016784668,41.567501068115234,37.50749969482422,41.4474983215332,269061200
2021-12-16 14:30:00,41.75249862670898,41.90499877929688,37.73749923706055,38.28499984741211,296220000
2021-12-17 14:30:00,37.20750045776367,38.9474983215332,36.75,37.70000076293945,300020800
2021-12-20 14:30:00,36.255001068115234,36.8125,35.625,36.5724983215332,241866000
2021-12-21 14:30:00,37.540000915527344,39.11249923706055,36.4275016784668,39.01750183105469,219124800
2021-12-22 14:30:00,38.89500045776367,40.5,38.70500183105469,40.40999984741211,177222800
2021-12-23 14:30:00,40.54249954223633,41.8224983215332,40.49250030517578,41.369998931884766,131308400
2021-12-27 14:30:00,41.772499084472656,43.38249969482422,41.75,43.34749984741211,125963200
2021-12-28 14:30:00,43.68999862670898,43.744998931884766,42.50749969482422,42.837501525878906,144825200
2021-12-29 14:30:00,42.82749938964844,43.247501373291016,41.98749923706055,42.77000045776367,115494800
2021-12-30 14:30:00,42.692501068115234,43.415000915527344,42.192501068115234,42.369998931884766,113271600
2021-12-31 14:30:00,42.157501220703125,42.59999847412109,41.4275016784668,41.58250045776367,120497200
2022-01-03 14:30:00,41.95750045776367,42.86000061035156,41.27999877929688,42.782501220703125,153010400
2022-01-04 14:30:00,42.95750045776367,42.97249984741211,40.09749984741211,41.119998931884766,213296400
2022-01-05 14:30:00,40.595001220703125,40.93000030517578,37.25,37.337501525878906,266490400
2022-01-06 14:30:00,36.75749969482422,38.20249938964844,36.10499954223633,37.23500061035156,308453200
2022-01-07 14:30:00,37.22499847412109,37.73500061035156,35.5,36.01750183105469,285426800
2022-01-10 14:30:00,34.587501525878906,36.23500061035156,33.025001525878906,36.150001525878906,358434800
2022-01-11 14:30:00,35.85749816894531,37.75749969482422,35.2599983215332,37.7400016784668,308653600
2022-01-12 14:30:00,38.49250030517578,38.98249816894531,37.470001220703125,38.16999816894531,276742400
2022-01-13 14:30:00,38.56499862670898,38.775001525878906,35.0099983215332,35.400001525878906,173531800
2022-01-14 14:30:00,34.54499816894531,36.03499984741211,34.5,35.935001373291016,178451600
2022-01-18 14:30:00,34.244998931884766,34.86000061035156,33.029998779296875,33.345001220703125,155320000
2022-01-19 14:30:00,33.68000030517578,34.35499954223633,32.08000183105469,32.185001373291016,183284400
2022-01-20 14:30:00,33.0099983215332,34.09000015258789,30.75,30.940000534057617,172197000
2022-01-21 14:30:00,30.309999465942383,31.01499938964844,28.25,28.334999084472656,342054600
2022-01-24 14:30:00,26.924999237060547,28.875,24.084999084472656,28.7450008392334,510169200
2022-01-25 14:30:00,27.075000762939453,28.155000686645508,25.875,26.625,347498000
2022-01-26 14:30:00,28.4950008392334,29.424999237060547,25.684999465942383,26.575000762939453,415676200
2022-01-27 14:30:00,27.700000762939453,28.1200008392334,25.520000457763672,25.780000686645508,323528200
2022-01-28 14:30:00,26.200000762939453,28.229999542236328,25.049999237060547,28.184999465942383,334032400
2022-01-31 14:30:00,28.524999618530277,31.030000686645508,28.11000061035156,30.915000915527344,227502200
2022-02-01 14:30:00,31.209999084472656,31.674999237060547,29.864999771118164,31.5049991607666,203691600
2022-02-02 14:30:00,32.61000061035156,32.685001373291016,31.174999237060547,32.25,201630400
2022-02-03 14:30:00,29.65999984741211,30.53499984741211,28.059999465942383,28.3700008392334,211150000
2022-02-04 14:30:00,28.434999465942383,30.20499992370605,27.94499969482422,29.350000381469727,193068800
2022-02-07 14:30:00,29.53499984741211,30.13500022888184,28.36000061035156,28.684999465942383,153912200
2022-02-08 14:30:00,28.399999618530277,29.915000915527344,28.114999771118164,29.65999984741211,158593200
2022-02-09 14:30:00,30.780000686645508,31.540000915527344,30.3799991607666,31.5,151075400
2022-02-10 14:30:00,29.655000686645508,31.45499992370605,28.899999618530277,29.40999984741211,254286600
