Date,Open,High,Low,Close,Volume
2018-12-31 23:30:00,8.480999946594238,8.583999633789062,8.281000137329102,8.5,8019000
2019-01-02 23:30:00,8.0,8.652000427246094,7.916999816894531,8.503000259399414,4297000
2019-01-03 23:30:00,7.835999965667725,7.929999828338623,7.239999771118164,7.250999927520752,7893000
2019-01-04 23:30:00,7.629000186920166,8.260000228881836,7.539000034332275,8.170999526977539,6693000
2019-01-07 23:30:00,8.1899995803833,8.553000450134277,8.11400032043457,8.385000228881836,4387000
2019-01-08 23:30:00,8.63700008392334,8.711000442504883,8.300000190734863,8.609999656677246,4176000
2019-01-09 23:30:00,8.708000183105469,9.0600004196167,8.704999923706055,8.920000076293945,3745000
2019-01-10 23:30:00,8.75100040435791,9.053000450134277,8.597999572753906,9.038000106811523,4214000
2019-01-11 23:30:00,8.890999794006348,9.006999969482422,8.829000473022461,8.994999885559082,2080000
2019-01-14 23:30:00,8.741999626159668,8.824000358581543,8.647000312805176,8.75,1657000
2019-01-15 23:30:00,8.803999900817871,9.1850004196167,8.789999961853027,9.131999969482422,2576000
2019-01-16 23:30:00,9.178000450134277,9.32699966430664,9.114999771118164,9.147000312805176,3654000
2019-01-17 23:30:00,9.045000076293945,9.480999946594238,8.982000350952148,9.333000183105469,2026000
2019-01-18 23:30:00,9.569000244140625,9.8100004196167,9.420000076293945,9.75100040435791,4572000
2019-01-22 23:30:00,9.539999961853027,9.550000190734863,9.031000137329102,9.24899959564209,6780000
2019-01-23 23:30:00,9.350000381469727,9.560999870300293,9.045000076293945,9.348999977111816,3213000
2019-01-24 23:30:00,9.446000099182129,9.687999725341797,9.437999725341797,9.590999603271484,1899000
2019-01-25 23:30:00,9.791999816894531,10.064000129699707,9.697999954223633,9.99899959564209,3194000
2019-01-28 23:30:00,9.531999588012695,9.588000297546387,9.333999633789062,9.585000038146973,2202000
2019-01-29 23:30:00,9.60200023651123,9.633999824523926,9.234000205993652,9.293000221252441,2194000
2019-01-30 23:30:00,9.743000030517578,10.208000183105469,9.605999946594238,10.13700008392334,5010000
2019-01-31 23:30:00,9.989999771118164,10.267999649047852,9.887999534606934,10.092000007629395,3462000
2019-02-01 23:30:00,10.095999717712402,10.432999610900879,10.03600025177002,10.279000282287598,1905000
2019-02-04 23:30:00,10.300000190734863,10.77400016784668,10.300000190734863,10.77400016784668,2592000
2019-02-05 23:30:00,10.878999710083008,11.11400032043457,10.869999885559082,11.045000076293945,2762000
2019-02-06 23:30:00,11.092000007629395,11.225000381469727,10.937999725341797,11.149999618530273,2763000
2019-02-07 23:30:00,10.855999946594238,10.97599983215332,10.470000267028809,10.678999900817871,4247000
2019-02-08 23:30:00,10.381999969482422,10.855999946594238,10.36299991607666,10.855999946594238,3387000
2019-02-11 23:30:00,10.96399974822998,11.055000305175781,10.77299976348877,10.843999862670898,1974000
2019-02-12 23:30:00,11.059000015258789,11.312000274658203,11.017000198364258,11.282999992370605,2622000
2019-02-13 23:30:00,11.447999954223633,11.550000190734863,11.29699993133545,11.322999954223633,2862000
2019-02-14 23:30:00,11.237000465393066,11.479999542236328,11.164999961853027,11.362000465393066,2190000
